paradero;servicio;distancia
PF577;F25R;16765
PF578;F25R;17092
PF579;F25R;17338
PF580;F25R;17542
PF596;F25R;17897
PF597;F25R;18203
PF849;F25R;18468
PF672;F25R;18768
PF673;F25R;19011
PF674;F25R;19286
PF494;F25R;19391
PE1282;F25RPM;-1
PE1484;F25RPM;-1
PE523;F25RPM;-1
PE524;F25RPM;-1
PE782;F25RPM;-1
PE783;F25RPM;-1
PE784;F25RPM;-1
PE596;F25RPM;-1
PE1278;F25RPM;-1
PE597;F25RPM;-1
PE1374;F25RPM;-1
PE1283;F25RPM;-1
PE1279;F25RPM;-1
PE588;F25RPM;-1
PE589;F25RPM;-1
PE1316;F25RPM;-1
PE307;F25RPM;-1
PE308;F25RPM;-1
PE592;F25RPM;-1
PE1272;F25RPM;-1
PE336;F25RPM;-1
PE1355;F25RPM;-1
PF938;F25RPM;-1
PF923;F25RPM;-1
PF448;F25RPM;-1
PF485;F25RPM;-1
PF486;F25RPM;-1
PF487;F25RPM;-1
PF488;F25RPM;-1
PF40;F25RPM;-1
PF41;F25RPM;-1
PF42;F25RPM;-1
PF43;F25RPM;-1
PF44;F25RPM;-1
PF45;F25RPM;-1
PF46;F25RPM;-1
PF47;F25RPM;-1
PF458;F25RPM;-1
PF459;F25RPM;-1
PF369;F25RPM;-1
PF370;F25RPM;-1
PF460;F25RPM;-1
PF86;F25RPM;-1
PF779;F25RPM;-1
PF645;F25RPM;-1
PF646;F25RPM;-1
PF647;F25RPM;-1
PF798;F25RPM;-1
PF799;F25RPM;-1
PF881;F25RPM;-1
PF882;F25RPM;-1
PF663;F25RPM;-1
PF223;F25RPM;-1
PF224;F25RPM;-1
PF225;F25RPM;-1
PF226;F25RPM;-1
PF227;F25RPM;-1
PF577;F25RPM;-1
PF578;F25RPM;-1
PF579;F25RPM;-1
PF580;F25RPM;-1
PF596;F25RPM;-1
PF597;F25RPM;-1
PF849;F25RPM;-1
-;F25RPM;-1
PF672;F25RPM;-1
PF673;F25RPM;-1
PF674;F25RPM;-1
PF494;F25RPM;-1
PE1484;F25RPRN;-1
PE494;F25RPRN;-1
PE1381;F25RPRN;-1
PE1382;F25RPRN;-1
PE784;F25RPRN;-1
PE596;F25RPRN;-1
PE1278;F25RPRN;-1
PE597;F25RPRN;-1
PE1374;F25RPRN;-1
PE1283;F25RPRN;-1
PE1279;F25RPRN;-1
PE588;F25RPRN;-1
PE589;F25RPRN;-1
PE1316;F25RPRN;-1
PE307;F25RPRN;-1
PE308;F25RPRN;-1
PE592;F25RPRN;-1
PE1272;F25RPRN;-1
PE336;F25RPRN;-1
PF934;F25RPRN;-1
PF935;F25RPRN;-1
PF485;F25RPRN;-1
PF486;F25RPRN;-1
PF487;F25RPRN;-1
PF488;F25RPRN;-1
PF40;F25RPRN;-1
PF41;F25RPRN;-1
PF42;F25RPRN;-1
PF43;F25RPRN;-1
PF44;F25RPRN;-1
PF45;F25RPRN;-1
PF46;F25RPRN;-1
PF47;F25RPRN;-1
PF458;F25RPRN;-1
PF459;F25RPRN;-1
PF369;F25RPRN;-1
PF370;F25RPRN;-1
PF460;F25RPRN;-1
PF86;F25RPRN;-1
PF779;F25RPRN;-1
PF645;F25RPRN;-1
PF646;F25RPRN;-1
PF647;F25RPRN;-1
PF798;F25RPRN;-1
PF799;F25RPRN;-1
PF881;F25RPRN;-1
PF882;F25RPRN;-1
PF663;F25RPRN;-1
PF223;F25RPRN;-1
PF224;F25RPRN;-1
PF225;F25RPRN;-1
PF226;F25RPRN;-1
PF227;F25RPRN;-1
PF577;F25RPRN;-1
PF578;F25RPRN;-1
PF579;F25RPRN;-1
PF580;F25RPRN;-1
PF596;F25RPRN;-1
PF597;F25RPRN;-1
PF849;F25RPRN;-1
-;F25RPRN;-1
PF672;F25RPRN;-1
PF673;F25RPRN;-1
PF674;F25RPRN;-1
PF494;F25RPRN;-1
PF466;F25eI;469
PF620;F25eI;906
PF621;F25eI;1164
PF848;F25eI;1443
PF864;F25eI;1793
PF590;F25eI;2021
PF591;F25eI;2343
PF533;F25eI;2608
PF534;F25eI;2808
PF535;F25eI;3143
PF899;F25eI;3302
PF240;F25eI;3440
PF241;F25eI;3685
PF242;F25eI;4227
PF243;F25eI;4893
PF244;F25eI;5177
PF245;F25eI;5391
PF631;F25eI;5694
PF774;F25eI;5984
PF632;F25eI;6311
PF633;F25eI;6446
PF990;F25eI;6696
PF1030;F25eI;6974
PE193;F25eI;17937
PE1282;F25eI;18461
PF535;F25eIPT;-1
PF241;F25eIPT;-1
PF242;F25eIPT;-1
PE1282;F25eIPT;-1
PE1282;F25eR;49
 ;F25eR;18854
 ;F25eR;18854
PF796;F25eR;12374
PF842;F25eR;12638
PF845;F25eR;12977
PF663;F25eR;13446
PF223;F25eR;13645
PF224;F25eR;13898
PF225;F25eR;14605
PF226;F25eR;15156
PF227;F25eR;15518
PF577;F25eR;15675
PF578;F25eR;16002
PF579;F25eR;16248
PF580;F25eR;16452
PF596;F25eR;16807
PF597;F25eR;17114
PF849;F25eR;17379
PF672;F25eR;17678
PF673;F25eR;17921
PF674;F25eR;18197
PF494;F25eR;18302
PE1282;F25eRPM;-1
PF225;F25eRPM;-1
PF226;F25eRPM;-1
PF577;F25eRPM;-1
PF965;F26I;21
PF966;F26I;172
PF379;F26I;437
PF380;F26I;758
PF322;F26I;1012
PF323;F26I;1178
PF60;F26I;1483
PF1040;F26I;1827
PF1037;F26I;2257
PF1003;F26I;2550
PF1004;F26I;3043
PF1035;F26I;3496
PF1001;F26I;3884
PF1002;F26I;4230
PF424;F26I;4677
PF425;F26I;4886
PF426;F26I;5071
PF427;F26I;5396
PF428;F26I;5651
PF429;F26I;6061
PF430;F26I;6377
PF958;F26I;6576
PF1016;F26I;7199
PF1033;F26I;7651
PF1034;F26I;8273
PF1041;F26R;183
PF1021;F26R;492
PF1031;F26R;1118
PF1017;F26R;1867
PF957;F26R;2232
PF17;F26R;2913
PF18;F26R;3105
PF458;F26R;3383
PF459;F26R;3693
PF369;F26R;3960
PF370;F26R;4212
PF85;F26R;4503
PF999;F26R;4878
PF1000;F26R;5086
PF1032;F26R;5763
PF1005;F26R;6199
PF943;F26R;6539
PF1036;F26R;6984
PF62;F26R;7603
PF355;F26R;7834
PF356;F26R;7983
PF377;F26R;8393
PF948;F26R;8545
PF965;F26R;8826
PF965;F27I;21
PF966;F27I;172
PF379;F27I;437
PF380;F27I;758
PF399;F27I;1015
PF914;F27I;1213
PF400;F27I;1314
PF843;F27I;1686
PF64;F27I;1866
PF73;F27I;2137
PF74;F27I;2364
PF75;F27I;2661
PF76;F27I;2836
PF77;F27I;3097
PF78;F27I;3315
PF272;F27I;3663
PF170;F27I;4016
PF171;F27I;4511
PF273;F27I;4757
PF402;F27I;5090
PF26;F27I;5287
PF27;F27I;5534
PF28;F27I;5802
PF29;F27I;6134
PF30;F27I;6247
PF31;F27I;6500
PF32;F27I;6764
POR DEFINIR;F27I;0
POR DEFINIR;F27I;0
POR DEFINIR;F27I;0
POR DEFINIR;F27I;0
POR DEFINIR;F27R;8666
POR DEFINIR;F27R;8666
POR DEFINIR;F27R;8666
POR DEFINIR;F27R;8666
PF4;F27R;1898
PF33;F27R;1969
PF34;F27R;2219
PF35;F27R;2420
PF36;F27R;2615
PF37;F27R;2854
PF38;F27R;3064
PF39;F27R;3375
PF413;F27R;3577
PF350;F27R;3934
PF167;F27R;4152
PF310;F27R;4684
PF311;F27R;5078
PF760;F27R;5305
PF106;F27R;5646
PF853;F27R;5803
PF107;F27R;6040
PF108;F27R;6280
PF109;F27R;6635
PF57;F27R;6986
PF414;F27R;7094
PF415;F27R;7315
PF416;F27R;7612
PF417;F27R;7880
PF377;F27R;8232
PF948;F27R;8384
PF965;F27R;8666
PG644;G01I;219
PG645;G01I;459
PG646;G01I;588
PG1671;G01I;873
PG647;G01I;1165
PG648;G01I;1501
PG649;G01I;2088
PG650;G01I;2355
PG651;G01I;2542
PG652;G01I;3188
PG653;G01I;3429
PG654;G01I;3695
PG655;G01I;4030
PG656;G01I;4226
PG657;G01I;4416
PG658;G01I;4692
PG659;G01I;5097
PG660;G01I;5428
PG661;G01I;5611
PG662;G01I;5940
PG663;G01I;6126
PG664;G01I;6382
PG475;G01I;6633
PG476;G01I;6877
PG477;G01I;7114
PG478;G01I;7351
PG479;G01I;7586
PG93;G01I;7966
PG94;G01I;8506
PG95;G01I;9000
PE1294;G01I;9810
PG97;G01I;10173
PG1611;G01I;10667
PG825;G01I;10963
PG826;G01I;11360
PG827;G01I;11550
PG1249;G01I;11896
PG1686;G01I;12104
PG1687;G01I;12479
PG830;G01I;12683
PG1717;G01I;12792
PG832;G01I;13119
PE1415;G01I;13247
PE1330;G01I;13518
PE1269;G01I;13789
PE1267;G01I;14011
PE708;G01R;236
PE709;G01R;563
PG1251;G01R;932
PG833;G01R;1196
PG1252;G01R;1388
PG1253;G01R;1595
-;G01R;0
PG1685;G01R;2004
PG1610;G01R;2226
PG1256;G01R;2500
PE833;G01R;2712
PE834;G01R;2864
PG1777;G01R;3148
PE63;G01R;3601
PE71;G01R;3973
PE112;G01R;4346
PE113;G01R;4810
PE114;G01R;5087
PE66;G01R;5666
PE67;G01R;6114
PE1277;G01R;6637
PG480;G01R;6943
PG481;G01R;7180
PG482;G01R;7417
PG483;G01R;7639
PG484;G01R;7908
PG665;G01R;8155
PG666;G01R;8323
PG667;G01R;8681
PG668;G01R;8859
PG669;G01R;9167
PG1591;G01R;9334
PG670;G01R;9602
PG671;G01R;9822
PG672;G01R;10289
PG673;G01R;10734
PG674;G01R;10983
PG675;G01R;11212
PG676;G01R;11460
PG677;G01R;11787
PG678;G01R;11935
PG679;G01R;12199
PG416;G01R;12569
PG680;G01R;12693
PG681;G01R;12962
PG682;G01R;13175
PG683;G01R;13362
PG684;G01R;13503
PG685;G01R;13712
PG686;G01R;13996
PG687;G01R;14144
PG688;G01R;14339
PG689;G01R;14470
PG644;G01cI;219
PG645;G01cI;459
PG646;G01cI;588
PG1671;G01cI;873
PG647;G01cI;1165
PG648;G01cI;1300
PG649;G01cI;2076
PG650;G01cI;2343
PG651;G01cI;2530
PG652;G01cI;3176
PG653;G01cI;3417
PG654;G01cI;3683
PG655;G01cI;4018
PG656;G01cI;4213
PG657;G01cI;4404
PG658;G01cI;4680
PG659;G01cI;5085
PG660;G01cI;5416
PG661;G01cI;5599
PG662;G01cI;5927
PG663;G01cI;6114
PG664;G01cI;6370
PG475;G01cI;6621
PG476;G01cI;6865
PG477;G01cI;7101
PG478;G01cI;7339
PG479;G01cI;7573
PE676;G01cI;7910
PE1277;G01cR;45
PG480;G01cR;352
PG481;G01cR;589
PG482;G01cR;826
PG483;G01cR;1047
PG484;G01cR;1316
PG665;G01cR;1563
PG666;G01cR;1731
PG667;G01cR;2089
PG668;G01cR;2268
PG669;G01cR;2575
PG1591;G01cR;2742
PG670;G01cR;3011
PG671;G01cR;3231
PG672;G01cR;3698
PG673;G01cR;4142
PG674;G01cR;4392
PG675;G01cR;4620
PG676;G01cR;4869
PG677;G01cR;5195
PG678;G01cR;5343
PG679;G01cR;5607
PG416;G01cR;5977
PG680;G01cR;6101
PG681;G01cR;6370
PG682;G01cR;6583
PG683;G01cR;6770
PG684;G01cR;6912
PG685;G01cR;7120
PG686;G01cR;7404
PG687;G01cR;7552
PG688;G01cR;7748
PG689;G01cR;7878
PG1733;G02I;16
PG77;G02I;412
PG78;G02I;868
PG30;G02I;1341
PG31;G02I;1729
PG32;G02I;2136
PG690;G02I;2381
PG691;G02I;2532
PG692;G02I;2930
PG693;G02I;3313
PG261;G02I;3603
PG694;G02I;3832
PG695;G02I;4322
PG1718;G02I;4585
PG697;G02I;4920
PG698;G02I;5380
PG699;G02I;5657
PG700;G02I;5876
PG1763;G02I;6172
PG701;G02I;6543
PG1745;G02I;6692
PG702;G02I;6874
PG703;G02I;7189
PG1629;G02I;7723
PG1752;G02I;8076
PG704;G02I;8338
PG705;G02I;8833
PG706;G02I;9146
PG707;G02I;9350
PG708;G02I;9820
PG709;G02I;10132
PG710;G02I;10543
PG1630;G02I;10819
PG711;G02I;11119
PG712;G02I;11385
PG713;G02I;11549
PG714;G02I;12002
PG715;G02R;536
PG716;G02R;923
PG717;G02R;1110
PG718;G02R;1385
PG1614;G02R;1624
PG719;G02R;1910
PG720;G02R;2390
PG721;G02R;2660
PG722;G02R;3127
PG723;G02R;3324
PG724;G02R;3654
PG725;G02R;4146
PG1751;G02R;4527
PG1628;G02R;4825
PG726;G02R;5255
PG727;G02R;5651
PG728;G02R;5958
PG729;G02R;6346
PG1764;G02R;6635
PG730;G02R;6876
PG731;G02R;7124
PG732;G02R;7555
PG733;G02R;7883
PG734;G02R;8201
PG735;G02R;8661
PG736;G02R;8846
PG737;G02R;9187
PG738;G02R;9541
PG35;G02R;9719
PG739;G02R;9891
PG740;G02R;10199
PG741;G02R;10353
PG742;G02R;10592
PG743;G02R;11005
PG744;G02R;11265
PG1734;G02R;11689
PG1733;G02R;12036
PG1583;G04I;0
PG290;G04I;345
PG291;G04I;610
PG292;G04I;968
PG321;G04I;1280
PG322;G04I;1416
PG814;G04I;1553
PG815;G04I;1739
PG816;G04I;1893
PG817;G04I;2080
PG818;G04I;2398
PG819;G04I;2623
PG820;G04I;2830
PG821;G04I;3168
PG822;G04I;3437
PG823;G04I;3577
PG106;G04I;3928
PG107;G04I;4328
PG108;G04I;4493
PG109;G04I;4651
PG110;G04I;4775
PG824;G04I;4928
PG825;G04I;5226
PG826;G04I;5624
PG827;G04I;5814
PG828;G04I;6173
PG829;G04I;6469
PG830;G04I;6904
PG1717;G04I;7013
PG832;G04I;7339
PE727;G04I;7774
PE728;G04I;8020
PE729;G04I;8156
PG204;G04IPRN;-1
PG290;G04IPRN;-1
PG291;G04IPRN;-1
PG292;G04IPRN;-1
PG321;G04IPRN;-1
PG322;G04IPRN;-1
PG814;G04IPRN;-1
PG815;G04IPRN;-1
PG816;G04IPRN;-1
PG817;G04IPRN;-1
PG818;G04IPRN;-1
PG819;G04IPRN;-1
PG820;G04IPRN;-1
PG821;G04IPRN;-1
PG822;G04IPRN;-1
PG823;G04IPRN;-1
PG106;G04IPRN;-1
PG107;G04IPRN;-1
PG108;G04IPRN;-1
PG109;G04IPRN;-1
PG110;G04IPRN;-1
PG824;G04IPRN;-1
PG825;G04IPRN;-1
PG826;G04IPRN;-1
PG827;G04IPRN;-1
PG828;G04IPRN;-1
PG829;G04IPRN;-1
PG830;G04IPRN;-1
PG1717;G04IPRN;-1
PG832;G04IPRN;-1
PE727;G04IPRN;-1
PE728;G04IPRN;-1
PE729;G04IPRN;-1
PE1268;G04R;124
PE1266;G04R;363
PE1288;G04R;569
PE831;G04R;697
PG833;G04R;1229
PG834;G04R;1406
PG835;G04R;1669
PE1354;G04R;2072
PE832;G04R;2373
PE833;G04R;2632
PE834;G04R;2783
PE835;G04R;2962
PE836;G04R;3158
PG1627;G04R;3396
PG836;G04R;3584
PG837;G04R;3709
PG1708;G04R;3907
PG839;G04R;4146
PG840;G04R;4300
PG841;G04R;4649
PG842;G04R;4887
PG843;G04R;5121
PG844;G04R;5249
PG845;G04R;5505
PG846;G04R;5814
PG847;G04R;6151
PG848;G04R;6314
PG849;G04R;6485
PG850;G04R;6804
PG323;G04R;7036
PG324;G04R;7271
PG325;G04R;7523
PG326;G04R;7684
PG1583;G04R;8653
PE1268;G04RPRN;-1
PE1266;G04RPRN;-1
PE1288;G04RPRN;-1
PE831;G04RPRN;-1
PG833;G04RPRN;-1
PG834;G04RPRN;-1
PG835;G04RPRN;-1
PE1354;G04RPRN;-1
PE832;G04RPRN;-1
PE833;G04RPRN;-1
PE834;G04RPRN;-1
PE835;G04RPRN;-1
PE836;G04RPRN;-1
PG1627;G04RPRN;-1
PG836;G04RPRN;-1
PG837;G04RPRN;-1
PG1708;G04RPRN;-1
PG839;G04RPRN;-1
PG840;G04RPRN;-1
PG841;G04RPRN;-1
PG842;G04RPRN;-1
PG843;G04RPRN;-1
PG844;G04RPRN;-1
PG845;G04RPRN;-1
PG846;G04RPRN;-1
PG847;G04RPRN;-1
PG848;G04RPRN;-1
PG849;G04RPRN;-1
PG850;G04RPRN;-1
PG323;G04RPRN;-1
PG324;G04RPRN;-1
PG325;G04RPRN;-1
PG326;G04RPRN;-1
PG59;G04RPRN;-1
PG60;G04RPRN;-1
PG1573;G04RPRN;-1
PF947;G05I;671
PG604;G05I;1207
PG605;G05I;1414
PG606;G05I;1693
PG607;G05I;1914
PG608;G05I;2079
PG857;G05I;2315
PG858;G05I;2557
PG859;G05I;2788
PG131;G05I;3193
PG1660;G05I;3832
PG613;G05I;4045
PG614;G05I;4460
PG223;G05I;4892
PG224;G05I;5097
PG257;G05I;5304
PG245;G05I;5501
PG860;G05I;5801
PG861;G05I;6180
PG862;G05I;6488
PG863;G05I;6764
PG864;G05I;7107
PG157;G05I;7469
PG158;G05I;7724
PG233;G05I;8045
PG159;G05I;8306
PG783;G05I;8780
PG865;G05I;9109
PG866;G05I;9464
PG867;G05I;9636
PG868;G05I;9843
PG378;G05I;10007
PG869;G05I;10243
PG870;G05I;10642
PG871;G05I;10862
PG872;G05I;11064
PG873;G05I;11404
PG49;G05I;11703
PG50;G05I;11998
PG51;G05I;12343
PG52;G05I;12662
PG53;G05I;12877
PG54;G05I;13128
PG55;G05I;13387
PG56;G05I;13710
PG57;G05I;13990
PG58;G05I;14433
PG1583;G05I;15410
PF947;G05IN;-1
PG605;G05IN;-1
PG606;G05IN;-1
PG607;G05IN;-1
PG608;G05IN;-1
PG857;G05IN;-1
PG858;G05IN;-1
PG859;G05IN;-1
PG131;G05IN;-1
PG1660;G05IN;-1
PG613;G05IN;-1
PG614;G05IN;-1
PG223;G05IN;-1
PG224;G05IN;-1
PG257;G05IN;-1
PG245;G05IN;-1
PG860;G05IN;-1
PG861;G05IN;-1
PG862;G05IN;-1
PG863;G05IN;-1
PG864;G05IN;-1
PG157;G05IN;-1
PG158;G05IN;-1
PG233;G05IN;-1
PG159;G05IN;-1
PG783;G05IN;-1
PG865;G05IN;-1
PG866;G05IN;-1
PG867;G05IN;-1
PG868;G05IN;-1
PG378;G05IN;-1
PG869;G05IN;-1
PG870;G05IN;-1
PG871;G05IN;-1
PG872;G05IN;-1
PG873;G05IN;-1
PG49;G05IN;-1
PG50;G05IN;-1
PG51;G05IN;-1
PG52;G05IN;-1
PG53;G05IN;-1
PG54;G05IN;-1
PG55;G05IN;-1
PG56;G05IN;-1
PG57;G05IN;-1
PG58;G05IN;-1
PG59;G05IN;-1
PG60;G05IN;-1
PG1573;G05IN;-1
PG1583;G05R;30
PG10;G05R;1054
PG11;G05R;1416
PG12;G05R;1671
PG13;G05R;2084
PG14;G05R;2368
PG15;G05R;2661
PG16;G05R;2821
PG17;G05R;3105
PG18;G05R;3390
PG19;G05R;3707
PG875;G05R;3939
PG876;G05R;4213
PG877;G05R;4448
PG878;G05R;4751
PG879;G05R;5026
PG880;G05R;5415
PG881;G05R;5720
PG882;G05R;6030
PG883;G05R;6174
PG884;G05R;6427
PG885;G05R;6545
PG886;G05R;6732
PG152;G05R;7021
PG153;G05R;7243
PG1757;G05R;7672
PG1756;G05R;7830
PG888;G05R;8044
PG889;G05R;8246
PG890;G05R;8576
PG891;G05R;8879
PG892;G05R;9177
PG893;G05R;9409
PG894;G05R;9809
PG895;G05R;10110
PG590;G05R;10304
PG591;G05R;10561
PG592;G05R;10832
PG1656;G05R;11077
PG124;G05R;11245
PG125;G05R;11537
PG126;G05R;11953
PG896;G05R;12197
PG897;G05R;12491
PG898;G05R;12685
PG601;G05R;12861
PG602;G05R;13028
PG1677;G05R;13300
PG603;G05R;13542
-;G05R;14572
PG1720;G05R;14102
PG1766;G05R;14511
PG204;G05RN;-1
PG9;G05RN;-1
PG10;G05RN;-1
PG11;G05RN;-1
PG12;G05RN;-1
PG13;G05RN;-1
PG14;G05RN;-1
PG15;G05RN;-1
PG16;G05RN;-1
PG17;G05RN;-1
PG18;G05RN;-1
PG19;G05RN;-1
PG875;G05RN;-1
PG876;G05RN;-1
PG877;G05RN;-1
PG878;G05RN;-1
PG879;G05RN;-1
PG880;G05RN;-1
PG881;G05RN;-1
PG882;G05RN;-1
PG883;G05RN;-1
PG884;G05RN;-1
PG885;G05RN;-1
PG886;G05RN;-1
PG152;G05RN;-1
PG153;G05RN;-1
PG1757;G05RN;-1
PG1756;G05RN;-1
PG888;G05RN;-1
PG889;G05RN;-1
PG890;G05RN;-1
PG891;G05RN;-1
PG892;G05RN;-1
PG893;G05RN;-1
PG894;G05RN;-1
PG895;G05RN;-1
PG590;G05RN;-1
PG591;G05RN;-1
PG592;G05RN;-1
PG1656;G05RN;-1
PG124;G05RN;-1
PG125;G05RN;-1
PG126;G05RN;-1
PG896;G05RN;-1
PG897;G05RN;-1
PG898;G05RN;-1
PG601;G05RN;-1
PG602;G05RN;-1
PG1677;G05RN;-1
PG603;G05RN;-1
-;G05RN;-1
PG1720;G05RN;-1
PG1766;G05RN;-1
PG150;G07I;207
PG783;G07I;625
PG784;G07I;890
PG785;G07I;1128
PG786;G07I;1287
PG787;G07I;1606
PG788;G07I;1870
PG789;G07I;2172
PG790;G07I;2515
PG791;G07I;2840
PG1796;G07I;3322
PG793;G07I;3515
PG794;G07I;3583
PG795;G07I;3868
PG796;G07I;4121
PG797;G07I;4382
PG798;G07I;4750
PG799;G07I;4989
PG26;G07I;5555
PG27;G07I;5893
PG28;G07I;6056
PG29;G07I;6356
PG1638;G07I;6574
PG30;G07I;6863
PG31;G07I;7251
PG32;G07I;7659
PG33;G07I;8105
PG205;G07I;8441
PG206;G07I;8820
PG903;G07I;9169
PG904;G07I;9372
PG905;G07I;9675
PG748;G07I;9902
PG749;G07I;10105
PG906;G07I;10417
PG907;G07I;10828
PG698;G07I;11303
PG699;G07I;11579
PG700;G07I;11798
PG1763;G07I;12095
PG701;G07I;12465
PG1745;G07I;12615
PG702;G07I;12797
PG703;G07I;13111
PG1758;G07I;13330
PG1653;G07I;13510
PG1768;G07I;14575
PG1564;G07I;15210
PG1565;G07I;15688
PG1567;G07I;16292
PG1566;G07I;16991
PG1596;G07I;17334
PG1597;G07I;19115
PG1568;G07I;19429
PG1570;G07I;19864
PG1571;G07I;20161
PG1569;G07I;20505
PG1799;G07I;21094
PG1572;G07I;21566
PG1798;G07R;576
PG1797;G07R;1045
PG1652;G07R;1449
PG1651;G07R;1838
PG1650;G07R;2188
PG1644;G07R;2524
PG1643;G07R;2718
PG1645;G07R;4172
PG1646;G07R;4539
PG1647;G07R;5298
PG1648;G07R;5911
PG1649;G07R;6240
